id,mot,skill,knowl,auto,att,risk,affil,obj
6869,espionage,low,high,auto,destructive,low,crime,credentials
6870,espionage,low,high,auto,destructive,low,crime,data
6871,espionage,low,high,auto,destructive,low,crime,availability
6872,espionage,low,high,auto,destructive,low,insider,ICS
6873,espionage,low,high,auto,destructive,low,insider,credentials
6874,espionage,low,high,auto,destructive,low,insider,data
6875,espionage,low,high,auto,destructive,low,insider,availability
6876,espionage,low,high,auto,destructive,low,state,ICS
6877,espionage,low,high,auto,destructive,low,state,credentials
6878,espionage,low,high,auto,destructive,low,state,data
6879,espionage,low,high,auto,destructive,low,state,availability
6880,espionage,low,high,auto,destructive,medium,individual,ICS
6881,espionage,low,high,auto,destructive,medium,individual,credentials
6882,espionage,low,high,auto,destructive,medium,individual,data
6883,espionage,low,high,auto,destructive,medium,individual,availability
6884,espionage,low,high,auto,destructive,medium,crime,ICS
6885,espionage,low,high,auto,destructive,medium,crime,credentials
6886,espionage,low,high,auto,destructive,medium,crime,data
6887,espionage,low,high,auto,destructive,medium,crime,availability
6888,espionage,low,high,auto,destructive,medium,insider,ICS
6889,espionage,low,high,auto,destructive,medium,insider,credentials
6890,espionage,low,high,auto,destructive,medium,insider,data
6891,espionage,low,high,auto,destructive,medium,insider,availability
6892,espionage,low,high,auto,destructive,medium,state,ICS
6893,espionage,low,high,auto,destructive,medium,state,credentials
6894,espionage,low,high,auto,destructive,medium,state,data
6895,espionage,low,high,auto,destructive,medium,state,availability
6896,espionage,low,high,auto,destructive,high,individual,ICS
6897,espionage,low,high,auto,destructive,high,individual,credentials
6898,espionage,low,high,auto,destructive,high,individual,data
6899,espionage,low,high,auto,destructive,high,individual,availability
6900,espionage,low,high,auto,destructive,high,crime,ICS
6901,espionage,low,high,auto,destructive,high,crime,credentials
6902,espionage,low,high,auto,destructive,high,crime,data
6903,espionage,low,high,auto,destructive,high,crime,availability
6904,espionage,low,high,auto,destructive,high,insider,ICS
6905,espionage,low,high,auto,destructive,high,insider,credentials
6906,espionage,low,high,auto,destructive,high,insider,data
6907,espionage,low,high,auto,destructive,high,insider,availability
6908,espionage,low,high,auto,destructive,high,state,ICS
6909,espionage,low,high,auto,destructive,high,state,credentials
6910,espionage,low,high,auto,destructive,high,state,data
6911,espionage,low,high,auto,destructive,high,state,availability
6912,espionage,medium,low,manual,opportunistic,low,individual,ICS
6913,espionage,medium,low,manual,opportunistic,low,individual,credentials
6914,espionage,medium,low,manual,opportunistic,low,individual,data
6915,espionage,medium,low,manual,opportunistic,low,individual,availability
6916,espionage,medium,low,manual,opportunistic,low,crime,ICS
6917,espionage,medium,low,manual,opportunistic,low,crime,credentials
6918,espionage,medium,low,manual,opportunistic,low,crime,data
6919,espionage,medium,low,manual,opportunistic,low,crime,availability
6920,espionage,medium,low,manual,opportunistic,low,insider,ICS
6921,espionage,medium,low,manual,opportunistic,low,insider,credentials
6922,espionage,medium,low,manual,opportunistic,low,insider,data
6923,espionage,medium,low,manual,opportunistic,low,insider,availability
6924,espionage,medium,low,manual,opportunistic,low,state,ICS
6925,espionage,medium,low,manual,opportunistic,low,state,credentials
6926,espionage,medium,low,manual,opportunistic,low,state,data
6927,espionage,medium,low,manual,opportunistic,low,state,availability
6928,espionage,medium,low,manual,opportunistic,medium,individual,ICS
6929,espionage,medium,low,manual,opportunistic,medium,individual,credentials
6930,espionage,medium,low,manual,opportunistic,medium,individual,data
6931,espionage,medium,low,manual,opportunistic,medium,individual,availability
6932,espionage,medium,low,manual,opportunistic,medium,crime,ICS
6933,espionage,medium,low,manual,opportunistic,medium,crime,credentials
6934,espionage,medium,low,manual,opportunistic,medium,crime,data
6935,espionage,medium,low,manual,opportunistic,medium,crime,availability
6936,espionage,medium,low,manual,opportunistic,medium,insider,ICS
6937,espionage,medium,low,manual,opportunistic,medium,insider,credentials
6938,espionage,medium,low,manual,opportunistic,medium,insider,data
6939,espionage,medium,low,manual,opportunistic,medium,insider,availability
6940,espionage,medium,low,manual,opportunistic,medium,state,ICS
6941,espionage,medium,low,manual,opportunistic,medium,state,credentials
6942,espionage,medium,low,manual,opportunistic,medium,state,data
6943,espionage,medium,low,manual,opportunistic,medium,state,availability
6944,espionage,medium,low,manual,opportunistic,high,individual,ICS
6945,espionage,medium,low,manual,opportunistic,high,individual,credentials
6946,espionage,medium,low,manual,opportunistic,high,individual,data
6947,espionage,medium,low,manual,opportunistic,high,individual,availability
6948,espionage,medium,low,manual,opportunistic,high,crime,ICS
6949,espionage,medium,low,manual,opportunistic,high,crime,credentials
6950,espionage,medium,low,manual,opportunistic,high,crime,data
6951,espionage,medium,low,manual,opportunistic,high,crime,availability
6952,espionage,medium,low,manual,opportunistic,high,insider,ICS
6953,espionage,medium,low,manual,opportunistic,high,insider,credentials
6954,espionage,medium,low,manual,opportunistic,high,insider,data
6955,espionage,medium,low,manual,opportunistic,high,insider,availability
6956,espionage,medium,low,manual,opportunistic,high,state,ICS
6957,espionage,medium,low,manual,opportunistic,high,state,credentials
6958,espionage,medium,low,manual,opportunistic,high,state,data
6959,espionage,medium,low,manual,opportunistic,high,state,availability
6960,espionage,medium,low,manual,persistent,low,individual,ICS
6961,espionage,medium,low,manual,persistent,low,individual,credentials
6962,espionage,medium,low,manual,persistent,low,individual,data
6963,espionage,medium,low,manual,persistent,low,individual,availability
6964,espionage,medium,low,manual,persistent,low,crime,ICS
6965,espionage,medium,low,manual,persistent,low,crime,credentials
6966,espionage,medium,low,manual,persistent,low,crime,data
6967,espionage,medium,low,manual,persistent,low,crime,availability
6968,espionage,medium,low,manual,persistent,low,insider,ICS
6969,espionage,medium,low,manual,persistent,low,insider,credentials
6970,espionage,medium,low,manual,persistent,low,insider,data
6971,espionage,medium,low,manual,persistent,low,insider,availability
6972,espionage,medium,low,manual,persistent,low,state,ICS
6973,espionage,medium,low,manual,persistent,low,state,credentials
6974,espionage,medium,low,manual,persistent,low,state,data
6975,espionage,medium,low,manual,persistent,low,state,availability
6976,espionage,medium,low,manual,persistent,medium,individual,ICS
6977,espionage,medium,low,manual,persistent,medium,individual,credentials
6978,espionage,medium,low,manual,persistent,medium,individual,data
6979,espionage,medium,low,manual,persistent,medium,individual,availability
6980,espionage,medium,low,manual,persistent,medium,crime,ICS
6981,espionage,medium,low,manual,persistent,medium,crime,credentials
6982,espionage,medium,low,manual,persistent,medium,crime,data
6983,espionage,medium,low,manual,persistent,medium,crime,availability
6984,espionage,medium,low,manual,persistent,medium,insider,ICS
6985,espionage,medium,low,manual,persistent,medium,insider,credentials
6986,espionage,medium,low,manual,persistent,medium,insider,data
6987,espionage,medium,low,manual,persistent,medium,insider,availability
6988,espionage,medium,low,manual,persistent,medium,state,ICS
6989,espionage,medium,low,manual,persistent,medium,state,credentials
6990,espionage,medium,low,manual,persistent,medium,state,data
6991,espionage,medium,low,manual,persistent,medium,state,availability
6992,espionage,medium,low,manual,persistent,high,individual,ICS
6993,espionage,medium,low,manual,persistent,high,individual,credentials
6994,espionage,medium,low,manual,persistent,high,individual,data
6995,espionage,medium,low,manual,persistent,high,individual,availability
6996,espionage,medium,low,manual,persistent,high,crime,ICS
6997,espionage,medium,low,manual,persistent,high,crime,credentials
6998,espionage,medium,low,manual,persistent,high,crime,data
6999,espionage,medium,low,manual,persistent,high,crime,availability
7000,espionage,medium,low,manual,persistent,high,insider,ICS
7001,espionage,medium,low,manual,persistent,high,insider,credentials
7002,espionage,medium,low,manual,persistent,high,insider,data
7003,espionage,medium,low,manual,persistent,high,insider,availability
7004,espionage,medium,low,manual,persistent,high,state,ICS
7005,espionage,medium,low,manual,persistent,high,state,credentials
7006,espionage,medium,low,manual,persistent,high,state,data
7007,espionage,medium,low,manual,persistent,high,state,availability
7008,espionage,medium,low,manual,targeted,low,individual,ICS
7009,espionage,medium,low,manual,targeted,low,individual,credentials
7010,espionage,medium,low,manual,targeted,low,individual,data
7011,espionage,medium,low,manual,targeted,low,individual,availability
7012,espionage,medium,low,manual,targeted,low,crime,ICS
7013,espionage,medium,low,manual,targeted,low,crime,credentials
7014,espionage,medium,low,manual,targeted,low,crime,data
7015,espionage,medium,low,manual,targeted,low,crime,availability
7016,espionage,medium,low,manual,targeted,low,insider,ICS
7017,espionage,medium,low,manual,targeted,low,insider,credentials
7018,espionage,medium,low,manual,targeted,low,insider,data
7019,espionage,medium,low,manual,targeted,low,insider,availability
7020,espionage,medium,low,manual,targeted,low,state,ICS
7021,espionage,medium,low,manual,targeted,low,state,credentials
7022,espionage,medium,low,manual,targeted,low,state,data
7023,espionage,medium,low,manual,targeted,low,state,availability
7024,espionage,medium,low,manual,targeted,medium,individual,ICS
7025,espionage,medium,low,manual,targeted,medium,individual,credentials
7026,espionage,medium,low,manual,targeted,medium,individual,data
7027,espionage,medium,low,manual,targeted,medium,individual,availability
7028,espionage,medium,low,manual,targeted,medium,crime,ICS
7029,espionage,medium,low,manual,targeted,medium,crime,credentials
7030,espionage,medium,low,manual,targeted,medium,crime,data
7031,espionage,medium,low,manual,targeted,medium,crime,availability
7032,espionage,medium,low,manual,targeted,medium,insider,ICS
7033,espionage,medium,low,manual,targeted,medium,insider,credentials
7034,espionage,medium,low,manual,targeted,medium,insider,data
7035,espionage,medium,low,manual,targeted,medium,insider,availability
7036,espionage,medium,low,manual,targeted,medium,state,ICS
7037,espionage,medium,low,manual,targeted,medium,state,credentials
7038,espionage,medium,low,manual,targeted,medium,state,data
7039,espionage,medium,low,manual,targeted,medium,state,availability
7040,espionage,medium,low,manual,targeted,high,individual,ICS
7041,espionage,medium,low,manual,targeted,high,individual,credentials
7042,espionage,medium,low,manual,targeted,high,individual,data
7043,espionage,medium,low,manual,targeted,high,individual,availability
7044,espionage,medium,low,manual,targeted,high,crime,ICS
7045,espionage,medium,low,manual,targeted,high,crime,credentials
7046,espionage,medium,low,manual,targeted,high,crime,data
7047,espionage,medium,low,manual,targeted,high,crime,availability
7048,espionage,medium,low,manual,targeted,high,insider,ICS
7049,espionage,medium,low,manual,targeted,high,insider,credentials
7050,espionage,medium,low,manual,targeted,high,insider,data
7051,espionage,medium,low,manual,targeted,high,insider,availability
7052,espionage,medium,low,manual,targeted,high,state,ICS
7053,espionage,medium,low,manual,targeted,high,state,credentials
7054,espionage,medium,low,manual,targeted,high,state,data
7055,espionage,medium,low,manual,targeted,high,state,availability
7056,espionage,medium,low,manual,destructive,low,individual,ICS
